filename,flight,type,score,iou
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.8598303,0.30385562777519226
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.8474321,0.0
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.815643,0.8012826442718506
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.8144133,0.5084034204483032
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.8065025,0.7366841435432434
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.73018914,0.0
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.71842575,0.0
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.6959388,0.7272617220878601
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.6739575,0.19885337352752686
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.65334684,0.28113430738449097
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.6476618,0.7625108361244202
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.635314,0.8288574814796448
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.60695434,0.0
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.6016859,0.4720193147659302
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.5692373,0.01764879934489727
DJI_20241216220636_0048_T.JPG,Flight05,FP,0.5407783,0.015351411886513233
DJI_20241216220636_0048_T.JPG,Flight05,TP,0.5270181,0.5718017816543579
DJI_20241216220639_0049_T.JPG,Flight05,TP,0.99727756,0.8577173948287964
DJI_20241216220639_0049_T.JPG,Flight05,FP,0.9454357,0.0
DJI_20241216220639_0049_T.JPG,Flight05,TP,0.89809406,0.804302453994751
DJI_20241216220642_0050_T.JPG,Flight05,FP,0.5662141,0.0
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.9989635,0.8629472255706787
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.9960453,0.7565281391143799
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.99403244,0.7172598838806152
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.9889291,0.7382398843765259
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.98173726,0.8381357789039612
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.9777891,0.0
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.9774755,0.703928530216217
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.9750922,0.0
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.97126883,0.5972651839256287
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.967272,0.0
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.961448,0.6449989080429077
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.8874184,0.0
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.7332275,0.03601793944835663
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.70565605,0.0
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.6189681,0.3950466811656952
DJI_20241216220645_0051_T.JPG,Flight05,TP,0.52186066,0.7890664339065552
DJI_20241216220645_0051_T.JPG,Flight05,FP,0.52003086,0.3142402172088623
DJI_20241216220648_0052_T.JPG,Flight05,TP,0.9986645,0.7944751977920532
DJI_20241216220648_0052_T.JPG,Flight05,FP,0.9126987,0.0
DJI_20241216220648_0052_T.JPG,Flight05,FP,0.8426193,0.0
DJI_20241216220648_0052_T.JPG,Flight05,FP,0.713118,0.0
DJI_20241216220651_0053_T.JPG,Flight05,TP,0.9986487,0.944994330406189
DJI_20241216220654_0054_T.JPG,Flight05,FP,0.95743793,0.0
DJI_20241216220654_0054_T.JPG,Flight05,FP,0.73134553,0.0
DJI_20241216220700_0056_T.JPG,Flight05,TP,0.998004,0.8188768625259399
DJI_20241216220700_0056_T.JPG,Flight05,FP,0.9946977,0.0
DJI_20241216220700_0056_T.JPG,Flight05,TP,0.9664531,0.595337450504303
DJI_20241216220700_0056_T.JPG,Flight05,TP,0.9359747,0.6832093596458435
DJI_20241216220700_0056_T.JPG,Flight05,FP,0.9041658,0.0
DJI_20241216220703_0057_T.JPG,Flight05,TP,0.99704725,0.521896243095398
DJI_20241216220703_0057_T.JPG,Flight05,FP,0.9844492,0.0
DJI_20241216220703_0057_T.JPG,Flight05,TP,0.98164696,0.6774044036865234
