Images,TP,FP,FN,Precision,Recall,F1,mIoU,ConfidenceThreshold,IoUThreshold
251,3303,2631,1334,0.5566228513650152,0.7123139961181798,0.6249172263740422,0.7351093888282776,0.5,0.5
